GENE_ID,GO_Term,GO_Ontology,GO_Link
Rv1866, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1868, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1869c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1871c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1872c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1874, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1876, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1882c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1886c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1899c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1901, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1902c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1908c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1914c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1919c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1920, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1925, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1931c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1937, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1967, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1977, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1978, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1986, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1988, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1992c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1993c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1995, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1996, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv1997, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2000, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2002, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2005c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2006, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2028c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2030c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2031c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2032, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2033c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2038c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2041c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2042c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2046, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2051c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2052c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2054, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2055c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2059, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2060, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2061c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2062c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2066, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2067c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2068c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2083, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2084, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2092c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2096c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2097c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2100, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2109c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2110c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2115c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2118c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2119, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2121c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2124c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2129c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2130c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2131c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2139, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2140c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2145c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2147c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2150c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2158c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2159c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2161c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2165c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2176, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2178c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2182c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2185c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2187, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2188c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2191, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2192c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2195, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2196, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2200c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2201, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2202c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2204c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2213, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2214c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2215, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2216, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2217, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2219, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2220, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2221c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2222c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2224c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2225, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2226, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2229c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2234, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2236c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2237, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2241, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2244, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2245, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2246, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2248, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2249c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2252, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2258c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2280, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2284, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2285, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2287, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2289, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2294, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2296, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2298, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2299c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2300c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2305, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2306A, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2306B, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2325c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2326c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2336, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2337c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2340c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2343c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2344c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2345, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2346c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2357c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2359, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2360c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2361c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2366c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2368c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2374c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2379c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2381c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2383c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2386c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2392, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2394, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2397c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2398c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2399c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2400c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2402, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2405, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2409c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2417c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2418c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2426c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2427c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2428, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2429, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2435c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2438c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2440c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2441c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2442c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2444c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2445c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2448c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2449c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2453c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2455c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2460c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2461c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2462c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2463, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2467, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2468c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2470, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2471, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2476c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2477c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2482c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2483c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2484c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2488c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2495c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2496c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2501c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2502c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2509, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2521, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2522c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2524c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2528c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2529, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2531c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2538c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2542, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2555c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2560, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2563, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2567, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2569c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2574, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2577, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2579, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2580c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2582, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2583c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2584c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2586c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2587c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2588c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2589, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2590, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2593c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2597, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2605c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2606c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2609c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2610c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2613c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2614c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2616, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2622, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2623, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2624c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2625c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2626c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2627c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2629, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2638, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2643, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2644c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2670c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2676c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2681, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2690c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2691, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2692, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2703, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2704, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2710, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2711, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2713, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2714, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2715, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2725c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2726c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2731, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2734, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2736c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2740, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2742c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2744c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2751, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2753c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2756c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2766c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2773c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2780, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2782c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2783c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2785c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2791c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2794c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2795c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2800, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2807, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2812, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2819c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2823c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2826c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2831, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2833c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2839c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2841c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2842c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2845c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2847c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2848c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2852c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2856, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2858c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2860c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2862c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2868c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2871, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2873, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2874, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2879c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2882c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2883c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2885c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
Rv2886c, plasma membrane,cellular_component,http://amigo.geneontology.org/amigo/term/GO:0005886 
